ent,mun,loc,upm,est_nal,est_est,t_loc,con,vivienda,hab
27,4,1,267,42,157,1,247,11,1
16,53,1,267,23,128,1,54,12,3
20,67,1,267,22,231,1,170,13,4
5,30,1,267,22,144,1,152,14,5
16,53,1,267,23,128,1,54,15,5
8,37,1,267,32,417,1,5209,16,1
21,114,1,267,22,44,1,320,17,6
4,2,1,267,22,212,1,188,18,7
12,29,1,267,21,482,1,5076,19,6
18,17,1,267,32,206,1,294,20,1
31,50,1,267,43,77,1,392,21,5
7,101,1,267,22,161,1,35,22,2
15,106,1,267,21,134,1,203,23,6
4,2,1,267,22,212,1,188,24,5
4,2,1,267,22,212,1,188,25,4
1,1,1,267,22,119,1,301,26,6
11,20,1,267,43,59,1,463,27,7
21,114,1,267,22,44,1,320,28,6
11,20,1,267,43,59,1,463,29,6
31,50,1,267,43,77,1,392,30,4
12,29,1,267,21,482,1,5076,31,1
1,1,1,267,22,119,1,301,32,6
16,53,1,267,23,128,1,54,33,5
22,14,1,267,42,258,1,269,34,4
5,30,1,267,22,144,1,152,35,4
15,106,1,267,21,134,1,203,36,7
4,2,1,267,22,212,1,188,37,5
5,30,1,267,22,144,1,152,38,5
15,106,1,267,21,134,1,203,39,1
20,67,1,267,22,231,1,170,40,3
5,30,1,267,22,144,1,152,41,4
18,17,1,267,32,206,1,294,42,1
5,35,1,267,33,354,1,5241,43,3
12,29,1,267,21,482,1,5076,44,3
27,4,1,267,42,157,1,247,45,7
21,114,1,267,22,44,1,320,46,3
31,50,1,267,43,77,1,392,47,6
15,106,1,267,21,134,1,203,48,5
27,4,1,267,42,157,1,247,49,2
22,14,1,267,42,258,1,269,50,1
11,20,1,267,43,59,1,463,51,2
32,56,1,267,23,240,1,315,52,6
15,106,1,267,21,134,1,203,53,2
4,2,1,267,22,212,1,188,54,4
16,53,1,267,23,128,1,54,55,5
20,67,1,267,22,231,1,170,56,1
5,35,1,267,33,354,1,5241,57,2
31,50,1,267,43,77,1,392,58,2
16,53,1,267,23,128,1,54,59,4
21,114,1,267,22,44,1,320,60,2
8,37,1,267,32,417,1,5209,61,4
5,35,1,267,33,354,1,5241,62,1
20,67,1,267,22,231,1,170,63,5
1,1,1,267,22,119,1,301,64,6
12,29,1,267,21,482,1,5076,65,7
1,1,1,267,22,119,1,301,66,1
5,35,1,267,33,354,1,5241,67,1
11,20,1,267,43,59,1,463,68,7
32,56,1,267,23,240,1,315,69,1
22,14,1,267,42,258,1,269,70,2
18,17,1,267,32,206,1,294,71,7
27,4,1,267,42,157,1,247,72,3
7,101,1,267,22,161,1,35,73,7
32,56,1,267,23,240,1,315,74,3
7,101,1,267,22,161,1,35,75,6
5,35,1,267,33,354,1,5241,76,2
27,4,1,267,42,157,1,247,77,7
7,101,1,267,22,161,1,35,78,7
8,37,1,267,32,417,1,5209,79,4
22,14,1,267,42,258,1,269,80,1
21,114,1,267,22,44,1,320,81,5
32,56,1,267,23,240,1,315,82,6
8,37,1,267,32,417,1,5209,83,2
18,17,1,267,32,206,1,294,84,1
32,56,1,267,23,240,1,315,85,4
19,21,1,268,21,33,1,278,1,6
13,48,1,268,33,287,1,1183,2,5
23,5,1,268,21,275,1,321,3,3
3,3,1,268,33,272,1,212,4,5
19,21,1,268,21,33,1,278,5,4
19,6,389,268,20,611,4,6003,6,1
13,48,1,268,33,287,1,1183,7,7
32,56,1,268,23,240,1,351,8,1
15,120,46,268,20,539,2,5021,9,6
32,56,1,268,23,240,1,351,10,2
15,120,46,268,20,539,2,5021,11,5
10,5,1,268,23,198,1,418,12,1
6,2,1,268,32,248,1,225,13,1
21,3,1,268,20,640,3,5055,14,6
15,120,46,268,20,539,2,5021,15,6
10,5,1,268,23,198,1,418,16,1
15,120,46,268,20,539,2,5021,17,6
6,2,1,268,32,248,1,225,18,7
19,21,1,268,21,33,1,278,19,4
19,6,389,268,20,611,4,6003,20,3
4,2,1,268,23,213,1,121,21,2
12,1,1,268,21,110,1,121,22,6
13,48,1,268,33,287,1,1183,23,4
19,6,389,268,20,611,4,6003,24,1
4,2,1,268,23,213,1,121,25,5
15,120,46,268,20,539,2,5021,26,6
7,89,1,268,21,389,1,5026,27,3
15,120,46,268,20,539,2,5021,28,2
6,2,1,268,32,248,1,225,29,4
19,21,1,268,21,33,1,278,30,5
29,38,2,268,21,261,3,13,31,2
15,120,46,268,20,539,2,5021,32,6
21,3,1,268,20,640,3,5055,33,4
15,120,46,268,20,539,2,5021,34,3
7,89,1,268,21,389,1,5026,35,4
7,89,1,268,21,389,1,5026,36,5
5,35,1,268,42,355,1,5226,37,1
10,5,1,268,23,198,1,418,38,7
5,35,1,268,42,355,1,5226,39,2
29,38,2,268,21,261,3,13,40,1
19,6,389,268,20,611,4,6003,41,2
7,101,1,268,32,164,1,196,42,7
15,120,46,268,20,539,2,5021,43,3
3,3,1,268,33,272,1,212,44,6
7,101,1,268,32,164,1,196,45,4
13,48,1,268,33,287,1,1183,46,5
15,120,46,268,20,539,2,5021,47,7
21,3,1,268,20,640,3,5055,48,2
5,35,1,268,42,355,1,5226,49,1
21,3,1,268,20,640,3,5055,50,3
5,35,1,268,42,355,1,5226,51,1
3,3,1,268,33,272,1,212,52,3
7,101,1,268,32,164,1,196,53,1
21,3,1,268,20,640,3,5055,54,2
32,56,1,268,23,240,1,351,55,1
12,1,1,268,21,110,1,121,56,1
32,56,1,268,23,240,1,351,57,2
15,120,46,268,20,539,2,5021,58,5
15,120,46,268,20,539,2,5021,59,1
5,35,1,268,42,355,1,5226,60,4
19,6,389,268,20,611,4,6003,61,1
21,3,1,268,20,640,3,5055,62,2
21,3,1,268,20,640,3,5055,63,2
23,5,1,268,21,275,1,321,64,3
21,3,1,268,20,640,3,5055,65,6
15,120,46,268,20,539,2,5021,66,2
19,6,389,268,20,611,4,6003,67,2
15,120,46,268,20,539,2,5021,68,4
19,21,1,268,21,33,1,278,69,6
21,3,1,268,20,640,3,5055,70,5
19,6,389,268,20,611,4,6003,71,5
19,6,389,268,20,611,4,6003,72,2
6,2,1,268,32,248,1,225,73,2
19,6,389,268,20,611,4,6003,74,7
21,3,1,268,20,640,3,5055,75,7
10,5,1,268,23,198,1,418,76,2
19,6,389,268,20,611,4,6003,77,4
21,3,1,268,20,640,3,5055,78,4
32,56,1,268,23,240,1,351,79,6
29,38,2,268,21,261,3,13,80,6
15,120,46,268,20,539,2,5021,81,6
19,6,389,268,20,611,4,6003,82,6
23,5,1,268,21,275,1,321,83,7
12,1,1,268,21,110,1,121,84,7
3,3,1,268,33,272,1,212,85,1
21,3,1,268,20,640,3,5055,86,2
13,48,1,268,33,287,1,1183,87,5
12,1,1,268,21,110,1,121,88,7
15,120,46,268,20,539,2,5021,89,3
21,3,1,268,20,640,3,5055,90,5
3,3,1,268,33,272,1,212,91,7
21,3,1,268,20,640,3,5055,92,4
12,1,1,268,21,110,1,121,93,1
7,89,1,268,21,389,1,5026,94,3
6,2,1,268,32,248,1,225,95,6
10,5,1,268,23,198,1,418,96,1
21,3,1,268,20,640,3,5055,97,1
21,3,1,268,20,640,3,5055,98,3
19,6,389,268,20,611,4,6003,99,5
7,101,1,268,32,164,1,196,100,3
19,6,389,268,20,611,4,6003,101,4
23,5,1,268,21,275,1,321,102,4
19,6,389,268,20,611,4,6003,103,6
21,3,1,268,20,640,3,5055,104,4
4,2,1,268,23,213,1,121,105,4
4,2,1,268,23,213,1,121,106,4
15,120,46,268,20,539,2,5021,107,2
19,6,389,268,20,611,4,6003,108,2
15,120,46,268,20,539,2,5021,109,3
29,38,2,268,21,261,3,13,110,1
15,120,46,268,20,539,2,5021,111,5
19,6,389,268,20,611,4,6003,112,6
7,89,1,268,21,389,1,5026,113,7
21,3,1,268,20,640,3,5055,114,5
21,3,1,268,20,640,3,5055,115,1
19,6,389,268,20,611,4,6003,116,4
21,3,1,268,20,640,3,5055,117,3
7,101,1,268,32,164,1,196,118,6
23,5,1,268,21,275,1,321,119,4
19,6,389,268,20,611,4,6003,120,7
29,38,2,268,21,261,3,13,121,5
19,6,389,268,20,611,4,6003,122,6
19,6,389,268,20,611,4,6003,123,3
4,2,1,268,23,213,1,121,124,1
15,120,46,268,20,539,2,5021,125,4
28,9,1,269,22,88,1,604,1,5
20,545,1,269,20,620,3,5018,2,3
1,1,1,269,22,119,1,202,3,5
23,4,1,269,21,663,1,5071,4,1
1,1,1,269,22,119,1,202,5,6
20,545,1,269,20,620,3,5018,6,5
12,29,1,269,22,483,1,5045,7,1
17,7,1,269,41,225,1,391,8,5
12,29,1,269,22,483,1,5045,9,1
23,4,1,269,21,663,1,5071,10,2
12,29,1,269,22,483,1,5045,11,4
20,67,1,269,24,233,1,313,12,2
26,30,1,269,32,191,1,186,13,6
26,30,1,269,32,191,1,186,14,1
25,6,1,269,33,184,1,165,15,4
18,17,1,269,32,206,1,391,16,1
28,9,1,269,22,88,1,604,17,2
6,2,1,269,33,249,1,343,18,2
20,545,1,269,20,620,3,5018,19,3
32,56,1,269,32,241,1,97,20,2
18,17,1,269,32,206,1,391,21,3
32,56,1,269,32,241,1,97,22,7
20,545,1,269,20,620,3,5018,23,5
28,9,1,269,22,88,1,604,24,1
1,1,1,269,22,119,1,202,25,6
6,2,1,269,33,249,1,343,26,2
20,545,1,269,20,620,3,5018,27,7
27,4,1,269,32,155,1,78,28,5
13,48,1,269,33,287,1,1018,29,7
30,193,1,269,33,103,1,3361,30,2
20,545,1,269,20,620,3,5018,31,4
6,2,1,269,33,249,1,343,32,5
18,17,1,269,32,206,1,391,33,2
27,4,1,269,32,155,1,78,34,6
20,67,1,269,24,233,1,313,35,2
13,48,1,269,33,287,1,1018,36,7
25,6,1,269,33,184,1,165,37,2
27,4,1,269,32,155,1,78,38,7
12,29,1,269,22,483,1,5045,39,5
26,30,1,269,32,191,1,186,40,4
23,4,1,269,21,663,1,5071,41,4
13,48,1,269,33,287,1,1018,42,2
13,48,1,269,33,287,1,1018,43,6
20,545,1,269,20,620,3,5018,44,2
30,193,1,269,33,103,1,3361,45,6
26,30,1,269,32,191,1,186,46,1
20,545,1,269,20,620,3,5018,47,4
25,6,1,269,33,184,1,165,48,3
20,545,1,269,20,620,3,5018,49,7
1,1,1,269,22,119,1,202,50,5
23,4,1,269,21,663,1,5071,51,3
18,17,1,269,32,206,1,391,52,2
20,545,1,269,20,620,3,5018,53,4
23,4,1,269,21,663,1,5071,54,4
20,545,1,269,20,620,3,5018,55,3
28,9,1,269,22,88,1,604,56,4
20,545,1,269,20,620,3,5018,57,4
17,7,1,269,41,225,1,391,58,4
20,545,1,269,20,620,3,5018,59,2
20,545,1,269,20,620,3,5018,60,5
20,67,1,269,24,233,1,313,61,6
6,2,1,269,33,249,1,343,62,5
28,9,1,269,22,88,1,604,63,4
30,193,1,269,33,103,1,3361,64,4
20,545,1,269,20,620,3,5018,65,6
12,29,1,269,22,483,1,5045,66,5
25,6,1,269,33,184,1,165,67,5
20,545,1,269,20,620,3,5018,68,6
20,67,1,269,24,233,1,313,69,4
20,545,1,269,20,620,3,5018,70,2
27,4,1,269,32,155,1,78,71,7
32,56,1,269,32,241,1,97,72,7
18,17,1,269,32,206,1,391,73,2
17,7,1,269,41,225,1,391,74,3
1,1,1,269,22,119,1,202,75,4
32,56,1,269,32,241,1,97,76,2
13,48,1,269,33,287,1,1018,77,6
17,7,1,269,41,225,1,391,78,5
27,4,1,269,32,155,1,78,79,1
6,2,1,269,33,249,1,343,80,4
20,545,1,269,20,620,3,5018,81,2
30,193,1,269,33,103,1,3361,82,2
20,545,1,269,20,620,3,5018,83,2
25,6,1,269,33,184,1,165,84,3
26,30,1,269,32,191,1,186,85,4
17,7,1,269,41,225,1,391,86,5
30,193,1,269,33,103,1,3361,87,3
32,56,1,269,32,241,1,97,88,6
20,545,1,269,20,620,3,5018,89,2
20,67,1,269,24,233,1,313,90,5
7,101,1,270,42,167,1,174,1,4
32,17,1,270,33,242,1,154,2,4
3,3,1,270,33,272,1,342,3,1
4,2,1,270,23,213,1,85,4,1
8,46,148,270,11,430,4,6026,5,5
8,46,148,270,11,430,4,6026,6,1
32,17,1,270,33,242,1,154,7,5
8,46,148,270,11,430,4,6026,8,2
30,87,1,270,32,819,1,5023,9,4
8,46,148,270,11,430,4,6026,10,4
27,4,1,270,23,153,1,326,11,3
4,3,1,270,40,339,1,5529,12,1
8,46,148,270,11,430,4,6026,13,3
8,46,148,270,11,430,4,6026,14,2
15,106,1,270,31,137,1,23,15,4
22,14,1,270,33,257,1,308,16,3
8,46,148,270,11,430,4,6026,17,1
8,46,148,270,11,430,4,6026,18,1
3,3,1,270,33,272,1,342,19,1
27,4,1,270,23,153,1,326,20,3
7,101,1,270,42,167,1,174,21,5
23,5,1,270,21,275,1,287,22,7
8,46,148,270,11,430,4,6026,23,6
8,46,148,270,11,430,4,6026,24,2
8,46,148,270,11,430,4,6026,25,1
23,5,1,270,21,275,1,287,26,7
14,120,1,270,22,25,1,27,27,3
8,46,148,270,11,430,4,6026,28,7
15,106,1,270,31,137,1,23,29,6
4,3,1,270,40,339,1,5529,30,4
30,87,1,270,32,819,1,5023,31,2
8,46,148,270,11,430,4,6026,32,2
8,46,148,270,11,430,4,6026,33,6
14,120,1,270,22,25,1,27,34,1
4,2,1,270,23,213,1,85,35,3
8,46,148,270,11,430,4,6026,36,2
14,120,1,270,22,25,1,27,37,2
26,30,1,270,23,190,1,201,38,7
8,46,148,270,11,430,4,6026,39,5
17,7,1,270,23,221,1,381,40,5
14,120,1,270,22,25,1,27,41,5
4,2,1,270,23,213,1,85,42,1
4,2,1,270,23,213,1,85,43,3
23,5,1,270,21,275,1,287,44,5
8,46,148,270,11,430,4,6026,45,1
4,3,1,270,40,339,1,5529,46,7
22,14,1,270,33,257,1,308,47,5
15,106,1,270,31,137,1,23,48,5
22,14,1,270,33,257,1,308,49,3
27,4,1,270,23,153,1,326,50,7
3,3,1,270,33,272,1,342,51,5
7,101,1,270,42,167,1,174,52,6
32,17,1,270,33,242,1,154,53,4
30,87,1,270,32,819,1,5023,54,7
23,5,1,270,21,275,1,287,55,7
32,17,1,270,33,242,1,154,56,2
30,87,1,270,32,819,1,5023,57,1
3,3,1,270,33,272,1,342,58,1
26,30,1,270,23,190,1,201,59,3
8,46,148,270,11,430,4,6026,60,1
8,46,148,270,11,430,4,6026,61,7
15,106,1,270,31,137,1,23,62,4
4,2,1,270,23,213,1,85,63,7
17,7,1,270,23,221,1,381,64,6
17,7,1,270,23,221,1,381,65,7
23,5,1,270,21,275,1,287,66,3
15,106,1,270,31,137,1,23,67,5
22,14,1,270,33,257,1,308,68,7
8,46,148,270,11,430,4,6026,69,2
27,4,1,270,23,153,1,326,70,5
14,120,1,270,22,25,1,27,71,3
22,14,1,270,33,257,1,308,72,1
32,17,1,270,33,242,1,154,73,1
7,101,1,270,42,167,1,174,74,3
3,3,1,270,33,272,1,342,75,5
4,3,1,270,40,339,1,5529,76,1
8,46,148,270,11,430,4,6026,77,7
30,87,1,270,32,819,1,5023,78,2
26,30,1,270,23,190,1,201,79,3
26,30,1,270,23,190,1,201,80,6
17,7,1,270,23,221,1,381,81,1
7,101,1,270,42,167,1,174,82,7
17,7,1,270,23,221,1,381,83,2
4,3,1,270,40,339,1,5529,84,6
27,4,1,270,23,153,1,326,85,1
26,30,1,270,23,190,1,201,86,1
20,67,1,271,23,232,1,323,1,1
5,30,1,271,22,144,1,414,2,4
7,89,1,271,21,389,1,5074,3,1
26,30,1,271,21,188,1,366,4,5
5,30,1,271,22,144,1,414,5,2
27,5,63,271,20,771,4,6002,6,2
29,5,9,271,22,262,3,7,7,4
7,89,1,271,21,389,1,5074,8,2
30,44,1,271,20,834,1,5214,9,2
27,5,63,271,20,771,4,6002,10,2
32,17,1,271,33,242,1,76,11,6
2,2,1,271,23,300,1,5245,12,6
26,30,1,271,21,188,1,366,13,2
10,5,1,271,22,197,1,312,14,7
20,67,1,271,23,232,1,323,15,5
10,5,1,271,22,197,1,312,16,4
2,2,1,271,23,300,1,5245,17,2
27,5,63,271,20,771,4,6002,18,5
32,17,1,271,33,242,1,76,19,3
27,5,63,271,20,771,4,6002,20,6
27,5,63,271,20,771,4,6002,21,3
5,30,1,271,22,144,1,414,22,1
5,30,1,271,22,144,1,414,23,3
16,53,1,271,23,128,1,273,24,7
8,19,1,271,32,82,1,709,25,1
8,19,1,271,32,82,1,709,26,4
18,17,1,271,33,207,1,244,27,3
27,5,63,271,20,771,4,6002,28,5
27,5,63,271,20,771,4,6002,29,1
29,5,9,271,22,262,3,7,30,7
27,5,63,271,20,771,4,6002,31,7
8,19,1,271,32,82,1,709,32,5
26,30,1,271,21,188,1,366,33,7
27,5,63,271,20,771,4,6002,34,4
27,5,63,271,20,771,4,6002,35,5
30,44,1,271,20,834,1,5214,36,6
7,89,1,271,21,389,1,5074,37,6
16,53,1,271,23,128,1,273,38,6
30,44,1,271,20,834,1,5214,39,7
10,5,1,271,22,197,1,312,40,1
16,53,1,271,23,128,1,273,41,1
13,48,1,271,33,287,1,1221,42,4
8,19,1,271,32,82,1,709,43,5
27,5,63,271,20,771,4,6002,44,3
27,5,63,271,20,771,4,6002,45,5
13,48,1,271,33,287,1,1221,46,3
29,5,9,271,22,262,3,7,47,4
27,5,63,271,20,771,4,6002,48,3
5,30,1,271,22,144,1,414,49,7
13,48,1,271,33,287,1,1221,50,2
27,5,63,271,20,771,4,6002,51,1
29,5,9,271,22,262,3,7,52,3
20,67,1,271,23,232,1,323,53,2
29,5,9,271,22,262,3,7,54,4
16,53,1,271,23,128,1,273,55,6
32,17,1,271,33,242,1,76,56,1
27,5,63,271,20,771,4,6002,57,7
16,53,1,271,23,128,1,273,58,6
27,5,63,271,20,771,4,6002,59,2
8,19,1,271,32,82,1,709,60,5
32,17,1,271,33,242,1,76,61,7
2,2,1,271,23,300,1,5245,62,6
10,5,1,271,22,197,1,312,63,1
10,5,1,271,22,197,1,312,64,5
7,89,1,271,21,389,1,5074,65,1
30,44,1,271,20,834,1,5214,66,7
20,67,1,271,23,232,1,323,67,2
27,5,63,271,20,771,4,6002,68,4
7,89,1,271,21,389,1,5074,69,5
13,48,1,271,33,287,1,1221,70,6
18,17,1,271,33,207,1,244,71,4
13,48,1,271,33,287,1,1221,72,6
18,17,1,271,33,207,1,244,73,7
18,17,1,271,33,207,1,244,74,2
18,17,1,271,33,207,1,244,75,2
20,67,1,271,23,232,1,323,76,6
27,5,63,271,20,771,4,6002,77,5
27,5,63,271,20,771,4,6002,78,7
27,5,63,271,20,771,4,6002,79,1
27,5,63,271,20,771,4,6002,80,3
26,30,1,271,21,188,1,366,81,3
2,2,1,271,23,300,1,5245,82,5
2,2,1,271,23,300,1,5245,83,5
26,30,1,271,21,188,1,366,84,1
30,44,1,271,20,834,1,5214,85,5
32,17,1,271,33,242,1,76,86,3
11,7,1,272,30,460,1,5610,1,3
7,101,1,272,21,160,1,281,2,6
26,18,1,272,20,730,1,5084,3,3
18,10,31,272,10,598,4,6004,4,1
11,7,1,272,30,460,1,5610,5,5
18,17,1,272,42,208,1,40,6,7
4,3,1,272,31,336,1,5515,7,7
23,5,1,272,33,279,1,224,8,4
5,32,14,272,30,369,2,5034,9,5
5,35,1,272,43,356,1,5274,10,4
3,3,1,272,33,272,1,150,11,4
29,5,1,272,23,263,2,52,12,5
18,17,1,272,42,208,1,40,13,4
5,32,14,272,30,369,2,5034,14,2
31,89,14,272,12,873,4,6013,15,6
5,32,14,272,30,369,2,5034,16,3
5,32,14,272,30,369,2,5034,17,5
23,5,1,272,33,279,1,224,18,1
22,14,1,272,32,256,1,263,19,2
31,50,1,272,42,76,1,126,20,4
5,32,14,272,30,369,2,5034,21,5
31,89,14,272,12,873,4,6013,22,6
29,5,1,272,23,263,2,52,23,2
29,5,1,272,23,263,2,52,24,3
32,17,1,272,33,242,1,219,25,5
23,5,1,272,33,279,1,224,26,4
7,101,1,272,21,160,1,281,27,7
11,7,1,272,30,460,1,5610,28,7
18,10,31,272,10,598,4,6004,29,7
31,89,14,272,12,873,4,6013,30,5
5,32,14,272,30,369,2,5034,31,4
18,10,31,272,10,598,4,6004,32,2
11,20,1,272,43,59,1,155,33,7
31,89,14,272,12,873,4,6013,34,5
7,101,1,272,21,160,1,281,35,7
7,101,1,272,21,160,1,281,36,5
4,3,1,272,31,336,1,5515,37,3
4,3,1,272,31,336,1,5515,38,4
26,18,1,272,20,730,1,5084,39,5
5,32,14,272,30,369,2,5034,40,2
18,10,31,272,10,598,4,6004,41,2
31,89,14,272,12,873,4,6013,42,3
6,2,1,272,32,248,1,179,43,7
31,89,14,272,12,873,4,6013,44,2
31,50,1,272,42,76,1,126,45,1
11,20,1,272,43,59,1,155,46,7
11,20,1,272,43,59,1,155,47,6
31,89,14,272,12,873,4,6013,48,4
31,89,14,272,12,873,4,6013,49,3
31,89,14,272,12,873,4,6013,50,1
7,101,1,272,21,160,1,281,51,1
6,2,1,272,32,248,1,179,52,1
18,10,31,272,10,598,4,6004,53,5
5,32,14,272,30,369,2,5034,54,1
18,10,31,272,10,598,4,6004,55,5
3,3,1,272,33,272,1,150,56,2
5,35,1,272,43,356,1,5274,57,2
22,14,1,272,32,256,1,263,58,7
11,7,1,272,30,460,1,5610,59,5
31,89,14,272,12,873,4,6013,60,1
5,32,14,272,30,369,2,5034,61,3
5,32,14,272,30,369,2,5034,62,1
18,10,31,272,10,598,4,6004,63,5
5,32,14,272,30,369,2,5034,64,2
4,3,1,272,31,336,1,5515,65,5
30,193,1,272,33,103,1,3003,66,5
31,50,1,272,42,76,1,126,67,7
5,32,14,272,30,369,2,5034,68,2
5,32,14,272,30,369,2,5034,69,5
5,32,14,272,30,369,2,5034,70,6
18,10,31,272,10,598,4,6004,71,6
11,7,1,272,30,460,1,5610,72,6
31,89,14,272,12,873,4,6013,73,3
23,5,1,272,33,279,1,224,74,7
26,18,1,272,20,730,1,5084,75,2
18,10,31,272,10,598,4,6004,76,2
5,35,1,272,43,356,1,5274,77,6
26,18,1,272,20,730,1,5084,78,6
18,10,31,272,10,598,4,6004,79,1
3,3,1,272,33,272,1,150,80,1
4,3,1,272,31,336,1,5515,81,1
5,32,14,272,30,369,2,5034,82,1
18,10,31,272,10,598,4,6004,83,5
31,89,14,272,12,873,4,6013,84,4
18,17,1,272,42,208,1,40,85,7
31,50,1,272,42,76,1,126,86,6
22,14,1,272,32,256,1,263,87,7
31,89,14,272,12,873,4,6013,88,5
5,35,1,272,43,356,1,5274,89,4
18,17,1,272,42,208,1,40,90,3
30,193,1,272,33,103,1,3003,91,6
5,32,14,272,30,369,2,5034,92,2
31,89,14,272,12,873,4,6013,93,3
32,17,1,272,33,242,1,219,94,5
31,50,1,272,42,76,1,126,95,3
5,32,14,272,30,369,2,5034,96,2
31,89,14,272,12,873,4,6013,97,3
31,89,14,272,12,873,4,6013,98,5
3,3,1,272,33,272,1,150,99,2
5,35,1,272,43,356,1,5274,100,6
18,10,31,272,10,598,4,6004,101,5
31,89,14,272,12,873,4,6013,102,2
22,14,1,272,32,256,1,263,103,6
26,18,1,272,20,730,1,5084,104,5
11,20,1,272,43,59,1,155,105,2
23,5,1,272,33,279,1,224,106,7
5,32,14,272,30,369,2,5034,107,4
30,193,1,272,33,103,1,3003,108,1
3,3,1,272,33,272,1,150,109,4
6,2,1,272,32,248,1,179,110,1
30,193,1,272,33,103,1,3003,111,1
5,32,14,272,30,369,2,5034,112,3
18,10,31,272,10,598,4,6004,113,4
29,5,1,272,23,263,2,52,114,3
18,10,31,272,10,598,4,6004,115,7
18,10,31,272,10,598,4,6004,116,7
32,17,1,272,33,242,1,219,117,1
30,193,1,272,33,103,1,3003,118,5
5,32,14,272,30,369,2,5034,119,3
18,10,31,272,10,598,4,6004,120,7
22,14,1,272,32,256,1,263,121,2
18,10,31,272,10,598,4,6004,122,3
6,2,1,272,32,248,1,179,123,3
18,10,31,272,10,598,4,6004,124,2
29,5,1,272,23,263,2,52,125,5
31,89,14,272,12,873,4,6013,126,7
18,10,31,272,10,598,4,6004,127,1
31,89,14,272,12,873,4,6013,128,1
18,10,31,272,10,598,4,6004,129,5
6,2,1,272,32,248,1,179,130,4
18,17,1,272,42,208,1,40,131,2
31,89,14,272,12,873,4,6013,132,1
11,20,1,272,43,59,1,155,133,4
32,17,1,272,33,242,1,219,134,6
31,89,14,272,12,873,4,6013,135,7
32,17,1,272,33,242,1,219,136,5
20,87,1,273,12,229,3,76,1,3
3,3,1,273,43,274,1,320,2,4
20,87,1,273,12,229,3,76,3,4
4,2,1,273,31,214,1,63,4,5
5,32,14,273,40,370,2,5021,5,1
6,2,1,273,32,248,1,9,6,5
13,48,1,273,33,287,1,1112,7,2
24,28,1,273,33,65,1,379,8,4
3,3,1,273,43,274,1,320,9,2
1,1,1,273,22,119,1,47,10,2
5,32,14,273,40,370,2,5021,11,4
1,1,1,273,22,119,1,47,12,6
6,2,1,273,32,248,1,9,13,1
5,32,14,273,40,370,2,5021,14,5
4,3,1,273,22,334,1,5507,15,6
24,28,1,273,33,65,1,379,16,3
29,35,1,273,21,261,3,165,17,5
28,38,1,273,22,88,1,775,18,7
32,17,1,273,33,242,1,31,19,4
5,32,14,273,40,370,2,5021,20,3
2,4,1,273,43,178,1,384,21,3
5,32,14,273,40,370,2,5021,22,2
1,1,1,273,22,119,1,47,23,6
1,1,1,273,22,119,1,47,24,7
24,28,1,273,33,65,1,379,25,5
24,28,1,273,33,65,1,379,26,3
32,17,1,273,33,242,1,31,27,2
28,38,1,273,22,88,1,775,28,6
5,32,14,273,40,370,2,5021,29,4
4,2,1,273,31,214,1,63,30,1
26,30,1,273,22,189,1,192,31,2
13,48,1,273,33,287,1,1112,32,2
2,4,1,273,43,178,1,384,33,7
5,32,14,273,40,370,2,5021,34,1
25,6,1,273,33,184,1,215,35,5
5,32,14,273,40,370,2,5021,36,3
3,3,1,273,43,274,1,320,37,2
5,32,14,273,40,370,2,5021,38,2
29,35,1,273,21,261,3,165,39,5
4,3,1,273,22,334,1,5507,40,6
6,2,1,273,32,248,1,9,41,5
13,48,1,273,33,287,1,1112,42,5
24,28,1,273,33,65,1,379,43,4
12,29,1,273,32,485,1,5020,44,3
5,32,14,273,40,370,2,5021,45,3
13,48,1,273,33,287,1,1112,46,2
13,48,1,273,33,287,1,1112,47,4
5,32,14,273,40,370,2,5021,48,3
25,6,1,273,33,184,1,215,49,6
5,32,14,273,40,370,2,5021,50,4
26,30,1,273,22,189,1,192,51,5
12,29,1,273,32,485,1,5020,52,4
6,2,1,273,32,248,1,9,53,2
4,3,1,273,22,334,1,5507,54,6
26,30,1,273,22,189,1,192,55,7
23,5,1,273,32,278,1,86,56,2
23,5,1,273,32,278,1,86,57,1
20,87,1,273,12,229,3,76,58,1
5,32,14,273,40,370,2,5021,59,5
3,3,1,273,43,274,1,320,60,6
26,30,1,273,22,189,1,192,61,6
12,29,1,273,32,485,1,5020,62,6
12,29,1,273,32,485,1,5020,63,2
25,6,1,273,33,184,1,215,64,3
2,4,1,273,43,178,1,384,65,4
29,35,1,273,21,261,3,165,66,5
23,5,1,273,32,278,1,86,67,2
4,3,1,273,22,334,1,5507,68,6
28,38,1,273,22,88,1,775,69,3
29,35,1,273,21,261,3,165,70,6
25,6,1,273,33,184,1,215,71,7
26,30,1,273,22,189,1,192,72,4
5,32,14,273,40,370,2,5021,73,4
20,87,1,273,12,229,3,76,74,1
4,2,1,273,31,214,1,63,75,6
5,32,14,273,40,370,2,5021,76,2
25,6,1,273,33,184,1,215,77,2
6,2,1,273,32,248,1,9,78,5
32,17,1,273,33,242,1,31,79,6
1,1,1,273,22,119,1,47,80,4
20,87,1,273,12,229,3,76,81,2
4,2,1,273,31,214,1,63,82,3
5,32,14,273,40,370,2,5021,83,5
5,32,14,273,40,370,2,5021,84,4
